,Olig,astrocytes,cellType,eNeuron,endo_mural,iNeuron,microglia
0,0.052217930927872656,0.2961054965853691,0.00021781830000691115,0.033895240351557734,0.8355138599872589,0.006852420116774738,0.026331342570483685
1,0.43676595240831373,1.1773669958114623,0.05287003181874752,0.17932344526052474,1.6799791038036347,0.5460660785436631,0.49888202399015424
2,0.37369558215141296,1.6521400332450866,0.05570408273488283,0.1385761544108391,1.097893273830414,0.2742548644542694,0.4958475112915039
3,0.3399316743016243,1.418862807750702,0.059640058502554896,0.22933125495910645,0.883976474404335,0.6102392345666885,0.7472142934799194
7,0.3341910526156425,0.5169968426227569,0.009506215760484339,0.8121490091085434,1.2596435844898224,0.26584008187055586,0.533390325307846
8,0.7150839000940323,1.521843785047531,0.07358903773128986,0.9281776309013366,2.4730047821998595,0.8954436928033829,1.1229979813098907
9,1.1619695365428924,1.632604819536209,0.07712933160364628,1.5983096063137054,2.810391867160797,0.9513778448104858,1.4878446340560914
10,1.4502776861190796,2.4526307821273803,0.2711392894387245,2.9681823372840883,4.139444184303284,1.800260066986084,2.1202314853668214
14,1.4206393301486968,2.256885123252869,0.13685985058546066,2.960922396183014,4.149167227745056,1.4404074847698212,2.236855125427246
15,0.8946536689996719,1.3911541998386383,0.0739496499300003,1.73242529630661,2.9365413188934326,0.8849010229110718,1.4966252207756043
16,1.4891100108623505,2.091010236740112,0.09162998050451279,3.053030860424042,3.99442640542984,1.255168431997299,2.1518943905830383
17,1.141827267408371,1.9655027985572815,0.1339307136833668,3.075087380409241,3.920798325538635,1.1234447836875916,1.9179263353347777
21,1.242161375284195,1.8927354395389557,0.12242462486028671,2.6391852140426635,3.90462908744812,0.9361391633749008,1.8886606395244598
22,1.3196059226989747,2.080006945133209,0.13834357559680938,3.047355854511261,4.244676685333252,1.2685603141784667,2.152299642562866
23,1.285127592086792,1.9696462333202363,0.16212994530797004,2.9013750553131104,4.122698402404785,1.3281378984451293,2.211724007129669
24,1.036761885881424,1.5882332026958466,0.12162955552339554,3.3039722800254823,3.137049901485443,0.8726761877536774,1.6537648916244507
28,0.9381167888641357,1.8339786291122437,0.10672420933842659,1.8189582586288453,2.736129033565521,0.8136039286851883,1.350989031791687
29,1.2803267896175385,2.148738753795624,0.119635596498847,2.8849849343299865,4.299020457267761,1.3431800961494447,2.092401921749115
30,1.9456347107887269,2.579469621181488,0.2964154824614525,4.659365892410278,5.7649880170822145,1.7073126554489135,2.4109052300453184
31,0.3957110732793808,0.5743284374475479,0.03208974860608578,1.5793143808841705,2.0388598799705506,0.4233321726322174,0.6090333759784698
35,1.2312404811382294,1.2797383785247802,0.11742304675281048,2.6143340826034547,3.497305655479431,1.065823769569397,1.7258564472198485
36,1.6231804251670838,2.4701456665992736,0.1920621797442436,4.059123110771179,4.778834652900696,1.3534402251243591,2.2388975501060484
37,0.9748397767543793,1.9931980967521667,0.14296486228704453,3.6325894594192505,3.684359443187714,1.0787291347980499,1.9601326704025268
38,1.228462678194046,3.214094066619873,0.26911889016628265,3.609664833545685,2.9470051407814024,0.9137641847133636,1.6008522510528564
42,0.901220616698265,2.0919123530387878,0.1070392370223999,2.8071025371551515,3.336565446853638,1.1747885167598724,1.759634506702423
43,1.1295993268489837,1.918535339832306,0.06302130408585072,2.5677783727645873,3.4017629384994508,1.2701817572116851,1.6154896378517152
44,1.1058969914913177,1.839653593301773,0.11786716170608998,3.125908386707306,3.2979769468307496,1.0007377326488496,1.515354859828949
45,0.7551394790410996,1.446431142091751,0.10929916948080062,2.6260085225105287,2.275821495056152,0.63515485227108,1.1505646049976348
49,1.2342503547668457,1.918337196111679,0.19159813597798347,2.8861605167388915,3.467764413356781,1.715767651796341,1.8624946296215057
50,1.3300046563148498,1.6787889122962951,0.15256868079304695,2.3915432333946227,3.67123339176178,1.5527559518814087,1.8961035490036011
51,2.5049033045768736,3.025715160369873,0.27870443761348723,4.609971523284912,5.797463369369507,2.332740604877472,2.4668580532073974
52,1.3423367500305177,2.3644392848014832,0.20140070617198944,3.974385941028595,2.788990151882172,2.34651061296463,1.2947161138057708
56,1.2882749140262604,1.9148064374923706,0.0945875559002161,3.1724822998046873,3.6216312646865845,1.4002652168273926,1.7196337580680847
57,1.6925135135650635,2.583711838722229,0.17184986025094987,3.772823750972748,4.493082761764526,1.8068288624286652,2.1635013461112975
58,1.568197214603424,3.1022209525108337,0.2636373981833458,3.9408589720726015,4.28953263759613,1.7406313717365265,2.1346895575523375
59,0.8754897594451905,1.6783787667751313,0.18768881857395173,3.636145269870758,2.7696629762649536,1.8458808422088624,1.3033646404743195
