"","iNeuron","eNeuron","Olig","microglia","endo_mural","astrocytes"
"0",0.0110583344298661,0.00566702924085083,4.28593359446318e-05,0.000198611824898207,0.737215439747975,0.245817725420466
"1",0.0784145376933981,0.0551960169396337,0.00484867736173917,0.0123620410363297,0.403646760148914,0.445531966819985
"2",0.0330986605886202,0.037700150912815,0.00228201488844438,0.0499580001722336,0.172762348978033,0.704198824459854
"3",0.100274291505057,0.0916256150206192,0.00191738885094348,0.148073053346278,0.099152950566273,0.558956700710829
"7",0.049403655177848,0.48588099660334,0.0296575681468936,0.0896310589368109,0.269272594705079,0.0761541264300286
"8",0.10101885962922,0.290926111504659,0.0162748228033197,0.0782613956476805,0.265614411378736,0.247904399036386
"9",0.0729453689267519,0.406087969595594,0.0668061574497597,0.089249850650241,0.188985087534545,0.175925565843109
"10",0.117900022922405,0.449528253873648,0.0366593778071571,0.0940698512483447,0.127500248001499,0.174342246146947
"14",0.0646784562033046,0.559438251968216,0.027412275160377,0.117236096896075,0.11686739275809,0.114367527013938
"15",0.0607706578325002,0.516203794094511,0.0253838495562522,0.0853064491847022,0.16765801437411,0.144677234957925
"16",0.0401538756672904,0.579655471264726,0.0331923552974882,0.103682907721367,0.122966242945847,0.120349147103281
"17",0.0488688675174738,0.514260175671282,0.0233784204442447,0.0884538052146785,0.192324893357032,0.132713837795289
"21",0.0296009042202974,0.561814118663872,0.0282605610947372,0.107271116068868,0.12093822692636,0.152115073025865
"22",0.0381335575089391,0.61837487131414,0.0277059080997009,0.0932522789051058,0.133106605564676,0.089426778607438
"23",0.0528671228442051,0.573152147987026,0.0263675214948627,0.129396404816762,0.108338075923816,0.109878726933329
"24",0.0282242547428437,0.679894826272475,0.037189547304365,0.0587465323320258,0.112939369206457,0.0830054701418337
"28",0.0300140799457705,0.477331284908755,0.0328554455762543,0.0751313926694088,0.0970113904856099,0.287656406414201
"29",0.0423551972307905,0.523338757397653,0.030660060401016,0.0897964097163297,0.154967454306434,0.158882120947777
"30",0.0359619401186371,0.564947030222949,0.040320567967118,0.060438298586942,0.177821973775763,0.120510189328591
"31",0.026815292429082,0.411832317384677,0.0111782289955217,0.0211559283744494,0.418146207834813,0.110872024981457
"35",0.0427683044481708,0.551017751212887,0.026627572585809,0.0528121418286772,0.232951427392387,0.093822802532069
"36",0.027334979729992,0.623765504971003,0.030501822181775,0.050978866556567,0.125433266009856,0.141985560550807
"37",0.0215676935434939,0.671529023219266,0.0227005634317326,0.0690601286185328,0.0749422932268829,0.140200297960092
"38",0.0161881016171603,0.469093539704855,0.00857165911741079,0.0221661436813637,0.0297227522675002,0.45425780361171
"42",0.0422036319347974,0.559266771300897,0.0161120622784096,0.0599442922848047,0.0904000798822538,0.232073162318837
"43",0.0313988919142235,0.573780492099174,0.0296905924315748,0.0534629558301101,0.10774817250968,0.203918895215237
"44",0.0265862960119826,0.591421997139609,0.0250911184227476,0.0422634859656814,0.111674017288647,0.202963085171333
"45",0.0274563911058085,0.578820967172405,0.012973393375271,0.0301120805304482,0.145802178981441,0.204834988834626
"49",0.104667891408017,0.606750794266888,0.0270564986455139,0.0686913204085477,0.0729756656049285,0.119857829666105
"50",0.105532577948529,0.502221422740655,0.0459359314636599,0.100093449834337,0.133167324534396,0.113049293478422
"51",0.0865379130013215,0.481032814681629,0.0525953267021796,0.0406302875283029,0.216065346609451,0.123138311477116
"52",0.115409657221039,0.625493988267439,0.0248102858047357,0.0214294868718907,0.0408403471477601,0.172016234687136
"56",0.0422393616078765,0.596115507923153,0.0271909449191649,0.0523845160840613,0.128995895768725,0.153073773697019
"57",0.0738156127127274,0.623142720400755,0.0471447198138217,0.0558819652541994,0.0792729818046871,0.120742000013809
"58",0.0664474625638378,0.537709591360898,0.0202106743998678,0.03748937558248,0.0553509773234318,0.282791918769485
"59",0.121451559460117,0.636204022566887,0.0301196288284131,0.0398356215274063,0.0454819088126869,0.126907258804489
"63",0.027486802224049,0.666687146104937,0.0272512874358334,0.0634096840650705,0.123345052818519,0.091820027351591
"64",0.047343994073763,0.65674745859929,0.0231091780681399,0.0493867760009635,0.0711582879190606,0.152254305338783
"65",0.0366566952915342,0.650766605045468,0.0244567440459886,0.0329876526837162,0.0837259006803032,0.17140640225299
"66",0.110262728866852,0.698320133520957,0.0211308806045604,0.0391334093653957,0.0345897665400538,0.0965630811021808
"70",0.0347844645811346,0.623211871068852,0.127675161507123,0.0543953618798816,0.0692467790354582,0.0906863619275508
"71",0.0427423348284756,0.445826272561065,0.0186627399925069,0.0295852256009846,0.337956077695821,0.125227349321147
"72",0.0304855264707389,0.553368042151651,0.074238733671979,0.0359342398380237,0.0657432708947317,0.240230186972876
