,x,y
0,6.424774953173685,2.895856883962421
1,6.487371023767808,2.895856883962421
2,6.549967094361931,2.895856883962421
3,6.612563164956055,2.895856883962421
4,6.675159235550177,2.895856883962421
5,6.7377553061443,2.895856883962421
6,6.800351376738424,2.895856883962421
7,6.080496564906008,2.9500666712740156
8,6.143092635500131,2.9500666712740156
9,6.205688706094254,2.9500666712740156
10,6.268284776688377,2.9500666712740156
11,6.393476917876623,2.9500666712740156
12,6.456072988470746,2.9500666712740156
13,6.5186690590648695,2.9500666712740156
14,6.581265129658993,2.9500666712740156
15,6.643861200253116,2.9500666712740156
16,6.706457270847238,2.9500666712740156
17,6.769053341441362,2.9500666712740156
18,6.831649412035485,2.9500666712740156
19,5.986602459014823,3.0042764585856103
20,6.0491985296089466,3.0042764585856103
21,6.11179460020307,3.0042764585856103
22,6.174390670797193,3.0042764585856103
23,6.236986741391315,3.0042764585856103
24,6.299582811985439,3.0042764585856103
25,6.362178882579562,3.0042764585856103
26,6.424774953173685,3.0042764585856103
27,6.487371023767808,3.0042764585856103
28,6.549967094361931,3.0042764585856103
29,6.612563164956055,3.0042764585856103
30,6.675159235550177,3.0042764585856103
31,6.862947447332547,3.0042764585856103
32,6.925543517926671,3.0042764585856103
33,6.988139588520793,3.0042764585856103
34,4.828575153023546,3.0584862458972046
35,4.891171223617669,3.0584862458972046
36,4.953767294211792,3.0584862458972046
37,5.016363364805915,3.0584862458972046
38,5.078959435400038,3.0584862458972046
39,5.141555505994162,3.0584862458972046
40,5.892708353123639,3.0584862458972046
41,5.955304423717761,3.0584862458972046
42,6.017900494311885,3.0584862458972046
43,6.080496564906008,3.0584862458972046
44,6.143092635500131,3.0584862458972046
45,6.205688706094254,3.0584862458972046
46,6.268284776688377,3.0584862458972046
47,6.330880847282501,3.0584862458972046
48,6.393476917876623,3.0584862458972046
49,6.456072988470746,3.0584862458972046
50,6.5186690590648695,3.0584862458972046
51,6.581265129658993,3.0584862458972046
52,6.643861200253116,3.0584862458972046
53,6.769053341441362,3.0584862458972046
54,6.831649412035485,3.0584862458972046
55,6.894245482629609,3.0584862458972046
56,6.9568415532237315,3.0584862458972046
57,7.019437623817854,3.0584862458972046
58,4.484296764755869,3.1126960332087994
59,4.5468928353499924,3.1126960332087994
60,4.609488905944115,3.1126960332087994
61,4.672084976538239,3.1126960332087994
62,4.734681047132361,3.1126960332087994
63,4.797277117726485,3.1126960332087994
64,4.859873188320607,3.1126960332087994
65,4.922469258914731,3.1126960332087994
66,4.985065329508854,3.1126960332087994
67,5.047661400102977,3.1126960332087994
68,5.1102574706971,3.1126960332087994
69,5.172853541291223,3.1126960332087994
70,5.235449611885346,3.1126960332087994
71,5.861410317826578,3.1126960332087994
72,5.9240063884207,3.1126960332087994
73,5.986602459014823,3.1126960332087994
74,6.0491985296089466,3.1126960332087994
75,6.11179460020307,3.1126960332087994
76,6.174390670797193,3.1126960332087994
77,6.236986741391315,3.1126960332087994
78,6.299582811985439,3.1126960332087994
79,6.362178882579562,3.1126960332087994
80,6.487371023767808,3.1126960332087994
81,6.549967094361931,3.1126960332087994
82,6.612563164956055,3.1126960332087994
83,6.675159235550177,3.1126960332087994
84,6.7377553061443,3.1126960332087994
85,6.800351376738424,3.1126960332087994
86,6.862947447332547,3.1126960332087994
87,6.925543517926671,3.1126960332087994
88,6.988139588520793,3.1126960332087994
89,7.050735659114916,3.1126960332087994
90,7.1133317297090395,3.1126960332087994
91,4.3904026588646845,3.166905820520394
92,4.452998729458807,3.166905820520394
93,4.515594800052931,3.166905820520394
94,4.578190870647053,3.166905820520394
95,4.640786941241177,3.166905820520394
96,4.7033830118352995,3.166905820520394
97,4.765979082429423,3.166905820520394
98,4.828575153023546,3.166905820520394
99,4.891171223617669,3.166905820520394
100,4.953767294211792,3.166905820520394
101,5.078959435400038,3.166905820520394
102,5.141555505994162,3.166905820520394
103,5.204151576588284,3.166905820520394
104,5.266747647182408,3.166905820520394
105,5.32934371777653,3.166905820520394
106,5.767516211935392,3.166905820520394
107,5.830112282529516,3.166905820520394
108,5.892708353123639,3.166905820520394
109,5.955304423717761,3.166905820520394
110,6.017900494311885,3.166905820520394
111,6.080496564906008,3.166905820520394
112,6.143092635500131,3.166905820520394
113,6.205688706094254,3.166905820520394
114,6.330880847282501,3.166905820520394
115,6.393476917876623,3.166905820520394
116,6.456072988470746,3.166905820520394
117,6.5186690590648695,3.166905820520394
118,6.581265129658993,3.166905820520394
119,6.643861200253116,3.166905820520394
120,6.706457270847238,3.166905820520394
121,6.769053341441362,3.166905820520394
122,6.831649412035485,3.166905820520394
123,6.894245482629609,3.166905820520394
124,6.9568415532237315,3.166905820520394
125,7.019437623817854,3.166905820520394
126,7.082033694411978,3.166905820520394
127,7.144629765006101,3.166905820520394
128,4.359104623567623,3.221115607831989
129,4.421700694161746,3.221115607831989
130,4.484296764755869,3.221115607831989
131,4.5468928353499924,3.221115607831989
132,4.609488905944115,3.221115607831989
133,4.734681047132361,3.221115607831989
134,4.797277117726485,3.221115607831989
135,4.859873188320607,3.221115607831989
136,4.922469258914731,3.221115607831989
137,4.985065329508854,3.221115607831989
138,5.047661400102977,3.221115607831989
139,5.1102574706971,3.221115607831989
140,5.172853541291223,3.221115607831989
141,5.235449611885346,3.221115607831989
142,5.2980456824794695,3.221115607831989
143,5.360641753073592,3.221115607831989
144,5.423237823667716,3.221115607831989
145,5.485833894261838,3.221115607831989
146,5.736218176638331,3.221115607831989
147,5.798814247232454,3.221115607831989
148,5.861410317826578,3.221115607831989
149,5.9240063884207,3.221115607831989
150,6.0491985296089466,3.221115607831989
151,6.11179460020307,3.221115607831989
152,6.174390670797193,3.221115607831989
153,6.236986741391315,3.221115607831989
154,6.362178882579562,3.221115607831989
155,6.424774953173685,3.221115607831989
156,6.487371023767808,3.221115607831989
157,6.549967094361931,3.221115607831989
158,6.612563164956055,3.221115607831989
159,6.675159235550177,3.221115607831989
160,6.7377553061443,3.221115607831989
161,6.800351376738424,3.221115607831989
162,6.862947447332547,3.221115607831989
163,6.925543517926671,3.221115607831989
164,6.988139588520793,3.221115607831989
165,7.050735659114916,3.221115607831989
166,7.1133317297090395,3.221115607831989
167,7.175927800303163,3.221115607831989
168,7.238523870897286,3.221115607831989
