"","iNeuron","eNeuron","Olig","microglia","endo_mural","astrocytes"
"0",0.00439477442140745,0.00807344146677863,0.000299520756172173,0.0197042144910478,0.788339222177686,0.179188826686908
"1",0.0854578955299454,0.0420250203316476,0.0175224971786151,0.0250122597514479,0.401050449937851,0.428931877270493
"2",0.0195846986984964,0.0482135921885128,0.0181719764584616,0.0685956166266493,0.236478528125168,0.608955587902712
"3",0.0833497714217474,0.0858684446812184,0.0054736712642085,0.0919020262264636,0.217098555163932,0.51630753124243
"7",0.0334451435702483,0.382789626605872,0.0750062223114254,0.140391996167423,0.275999102346196,0.0923679089988359
"8",0.0590474267749695,0.309307314792523,0.0189521043425852,0.106616460444078,0.342462483570934,0.16361421007491
"9",0.0527859980632221,0.400766646604818,0.0356735510201008,0.138635244510598,0.242199433240786,0.129939126560476
"10",0.0965521661201153,0.407113138626275,0.0273859649626608,0.154128638278603,0.136006730231319,0.178813361781028
"14",0.0737040531886222,0.501386169204667,0.0183735397500144,0.167454995439508,0.135071345102397,0.104009897314791
"15",0.0482069501798891,0.4268868964096,0.0361588654221357,0.153758397298267,0.2084479055041,0.126540985186008
"16",0.0386162444157407,0.486448265680408,0.030095641217066,0.1335637557039,0.17501687223172,0.136259220751165
"17",0.0582240965963592,0.471844201992937,0.0232264304341529,0.105612905478712,0.236811471079726,0.104280894418114
"21",0.0261556706143086,0.51512090395511,0.0347422693933662,0.130853317947264,0.169758169669649,0.123369668420302
"22",0.0470710186936749,0.562538446126375,0.0251511770490093,0.126935658089069,0.150162776769572,0.0881409232722999
"23",0.0917187924405417,0.516569925152055,0.0133339164615244,0.1205069361284,0.13626034881077,0.121610081006709
"24",0.0346494777536608,0.59339364087386,0.0184616429414273,0.0840944630427903,0.190602052449498,0.0787987229387639
"28",0.0635111351083234,0.418593836493613,0.0292815784287798,0.0823738051592023,0.123892085291259,0.282347559518822
"29",0.106081484221187,0.440021061113752,0.031040578708824,0.108978704887653,0.173301276045765,0.140576895022819
"30",0.0947355290055733,0.528699693495961,0.0223096070475416,0.100646988961511,0.15528766826618,0.0983205132232331
"31",0.0545327444541766,0.455656460552756,0.0126876364378449,0.0733819131565957,0.266376505250162,0.137364740148465
"35",0.0822113067092416,0.446745320003535,0.0207428793721328,0.0699414829760713,0.251325766585514,0.129033244353505
"36",0.0580001792652096,0.531468383890667,0.0210264787297828,0.0743373629734064,0.142121459329877,0.173046135811058
