,x,y
0,7.231284053184383,3.2076681534877025
1,7.243544492316311,3.2154111845753133
2,7.247822695433925,3.431469942409807
3,7.248683263872172,3.3342111609708738
4,7.241209199881046,3.326455875942313
5,7.260722271680401,3.3070927409278466
6,7.252112226570788,3.321016027772711
7,7.248131173772232,3.2484387175846905
8,7.255375228104331,3.418245635259636
9,7.247488080337121,3.419299065988883
10,7.27608059100823,3.3999257178884448
11,7.252457935699318,3.36224414255678
12,7.295517534505916,3.4242715495032305
13,7.249209240709798,3.306234189848396
14,7.270952283052181,3.3027381197176027
15,7.273638254066338,3.423273847336919
16,7.26363895329206,3.268323013899064
17,7.42669927613681,3.4139253914392893
18,7.241148819933119,3.3530465572562047
19,7.268133307012287,3.261142137111784
20,7.230752374322431,3.3448214165577284
21,7.257772352028911,3.411414540499778
22,7.324961869692828,3.490453774066172
23,7.426749129711622,3.458922364349724
24,7.405515731492978,3.448422801521312
25,7.442266415504899,3.46477674985322
26,7.40975161897723,3.4566331825790613
27,7.429698785084756,3.4497571567023853
28,7.28686430346946,3.558108338583316
29,7.324560737398041,3.466844840941135
30,7.294068510607277,3.535356790754457
31,7.426019548940315,3.562987151243491
32,7.176403356341579,3.701685314147652
33,7.165329960820965,3.707479319703221
34,7.119167572029164,3.7322388400133977
35,7.108719667801817,3.832551137269424
36,7.105786045619941,3.800712568572014
37,7.13859574718762,3.6993488785046993
38,7.12372789089448,3.84535651704204
39,7.209690382199619,3.645619018615496
40,7.07911920571355,3.583947836343198
41,7.16491859983449,3.465285558007149
42,7.158756168530231,3.5451827548253623
43,7.084204873001001,3.5132278074646903
44,7.120519744868586,3.6298628353086095
45,7.185030907838817,3.541820294639614
46,7.110751521765969,3.5768054597740946
47,7.182452015654961,3.472562698556475
48,7.163844170321249,3.476828928713031
49,7.152037370723676,3.479754085015333
50,7.164634192717965,3.559986763190991
51,7.214211551872106,3.5587428222964475
52,7.120734588782549,3.684257347168392
53,7.187513829909212,3.639764926760583
54,7.168780535113351,3.621209013117361
55,7.190665021927839,3.467170694493358
56,7.189400707727769,3.582703002754808
57,7.139654163148165,3.641482924550354
58,7.193494833595149,3.6533436790712575
59,7.150838680107141,3.3874228466324
60,7.17588784034196,3.275482282029595
61,7.1604689090951,3.416394022571376
62,7.113391353841114,3.382559174469635
63,7.086767983603262,3.329008784110876
64,7.117166868432715,3.2982093395986904
65,7.112920218746621,3.3999616026231654
66,7.1565810211875975,3.2990541714312887
67,7.112166955235732,3.320981307725442
68,7.1316383201786575,3.336956890312113
69,7.16247158709082,3.304940649750504
70,7.133798566885452,3.349586653760626
71,7.077524042998289,3.442195312841066
72,7.190731570512474,3.432008734972948
73,7.096004362770599,3.297220972509616
74,7.136375394718143,3.3416846268373384
75,7.19831267221558,3.3484999497472727
76,7.211855860793928,3.436249573364824
77,7.125256780306172,3.343632495397178
78,7.055559836547585,3.3258549257588004
79,7.151844234422651,3.2806225297188503
80,7.118868518823483,3.3091424153121496
81,7.200138007239961,3.33211798443556
82,7.106216872708198,3.3005737951584724
83,7.033419455845835,3.310859840489865
84,7.195530739899029,3.287196015692304
85,7.180178610687669,3.41566032190881
86,7.055685562036177,3.2942468210026736
87,7.164793443100328,3.290525220216083
88,7.123568852099279,3.370782127310171
89,7.1872903039435165,3.267330533713378
